7,8,0.610169,3

84,162,0.702381,3
84,19165,0.702381,3
162,19165,0.702381,3

93,105,0.520000,3

109,7039,0.709091,3

129,6122,0.596491,3

131,133,0.680412,3

132,134,0.532258,3

139,7045,0.812865,3

144,7038,0.575342,3

167,7042,0.636364,3

196,197,0.636364,3
196,198,0.534091,3
197,198,0.534091,3

200,201,0.650794,3
200,202,0.647059,3
200,203,0.602740,3
201,202,0.647059,3
201,203,0.602740,3
202,203,0.698630,3

217,6611,0.611111,3

219,220,0.118421,3

225,226,0.509804,3

278,8802,0.346154,3

335,35435,0.589744,3

364,39595,0.555556,3

368,10367,0.803030,3

387,733,0.808118,3

454,477,0.474576,3

471,472,0.634783,3

655,658,0.531532,3

664,665,0.752896,3

672,673,0.562249,3

727,729,0.661538,3

734,737,0.559524,3

735,736,0.640449,3

741,747,0.639175,3

769,774,0.618182,3

783,785,0.774194,3
783,786,0.736559,3
783,787,0.774194,3
785,786,0.736559,3
785,787,0.774194,3
786,787,0.795699,3

784,788,0.765306,3
784,791,0.765306,3
788,791,0.765306,3

813,814,0.574074,3

864,865,0.658333,3
864,867,0.620155,3
865,867,0.620155,3

872,873,0.746575,3

874,879,0.605634,3
874,883,0.633803,3
879,883,0.704225,3

928,2970,0.640719,3

943,944,0.603306,3

964,965,0.522388,3
964,966,0.492537,3
965,966,0.492537,3

995,38599,0.683761,3

1007,1010,0.586777,3

1017,1018,0.448598,3

1036,1037,0.500000,3

1042,39885,0.680556,3

1048,6226,0.539683,3

1056,1057,0.281250,3

1140,2001,0.712919,3

1201,1639,0.633333,3

1202,1640,0.673469,3

1203,1641,0.690722,3

1208,1213,0.574074,3

1246,1247,0.321429,3
1246,1248,0.321429,3
1246,1249,0.321429,3
1247,1248,0.321429,3
1247,1249,0.321429,3
1248,1249,0.321429,3

1256,1501,0.804781,3

1315,1316,0.660377,3

1378,1583,0.552632,3

1474,1475,0.650485,3

1492,1493,0.602564,3

1628,1629,0.680723,3

1678,1679,0.758865,3

1733,1734,0.516129,3
1733,1735,0.516129,3
1734,1735,0.516129,3

1772,1773,0.646341,3

1795,1796,0.611940,3

1797,1798,0.666667,3

1799,1871,0.556701,3

1869,1870,0.627119,3

1879,1880,0.573770,3

1884,1890,0.371795,3
1884,1894,0.678571,3
1884,1898,0.371795,3
1890,1894,0.678571,3
1890,1898,0.371795,3
1894,1898,0.797619,3

1889,1892,0.666667,3

1885,1891,0.400000,3
1885,1899,0.400000,3
1891,1899,0.400000,3

1896,1900,0.580247,3

1901,1903,0.319444,3

1902,1904,0.612903,3

1250,1251,0.340000,3
1250,1905,0.340000,3
1250,1906,0.340000,3
1250,1907,0.340000,3
1250,1908,0.340000,3
1251,1905,0.340000,3
1251,1906,0.340000,3
1251,1907,0.340000,3
1251,1908,0.340000,3
1905,1906,0.340000,3
1905,1907,0.340000,3
1905,1908,0.340000,3
1906,1907,0.340000,3
1906,1908,0.340000,3
1907,1908,0.340000,3

1955,1957,0.588235,3

1979,1980,0.600000,3

2080,2082,0.666667,3

2081,2083,0.662791,3

2087,7594,0.514286,3
2087,11063,0.500000,3
7594,11063,0.414286,3

